Title,Company,Location,Salary,Description
Business Analyst,IQVIA,"Wayne, PA",None,"IQVIA™ is the leading human data science company focused on helping healthcare clients find unparalleled insights and better solutions for patients. Formed through the merger of IMS Health and Quintiles, IQVIA offers a broad range of solutions that harness the power of healthcare data, domain expertise, transformative technology, and advanced analytics to drive healthcare forward.
The Business Analyst is primarily responsible for meeting with system end users to evaluate system enhancement needs. They will be responsible for gathering requirements and communicating needs to development team. The BA will support all aspects of IT projects including developments, installation, design and implantation following the SDLC process.
Summary of Essential Job Functions
 Identify and author requirement documentation by partnering with key stakeholders to ensure business needs are met
 Communicates system changes, status and issues to all stakeholders
 Acts as a liaison between the stakeholders and development team
 Author of Traceability Matrix
 Manage Test Plan and Test Script/Scenarios creation to ensure end results meet specified business requirements and follow the SDLC process
 Assist in recording and documenting system issues that require fixes
 Assist with the testing efforts of new system enhancements
 Review executed testing and any associated defects
 Ensures system knowledge sharing by training key personal and providing support
 Participation in system implementation and migration activities
 Provide support and guidance to Payment Department when questions arise as it relates to systems
 Support QA activities as needed
 Manage enhancements to the current operating system through the development life cycle
 Managing change requests related to working project plans daily to meet the agreed deadlines
 Other duties as assigned
Join Us
Making a positive impact on human health takes insight, curiosity, and intellectual courage. It takes brave minds, pushing the boundaries to transform healthcare. Regardless of your role, you will have the opportunity to play an important part in helping our clients drive healthcare forward and ultimately improve outcomes for patients.
Forge a career with greater purpose, make an impact, and never stop learning.
IQVIA is an EEO Employer - Minorities/Females/Protected Veterans/Disabled
IQVIA, Inc. provides reasonable accommodations for applicants with disabilities. Applicants who require reasonable accommodation to submit an application for employment or otherwise participate in the application process should contact IQVIA’s Talent Acquisition team at workday_recruiting@iqvia.com to arrange for such an accommodation."
AWS Data Engineer,Computer Enterprises,"Philadelphia, PA 19103 (Logan Square area)",$74 - $76 an hour,"AWS Data Engineer
Location: Philadelphia, PA
We need a seasoned Data engineer with 6+ years of experience working with Data Centric Applications and Services in AWS Cloud with at least 3 years of experience working in Apache Spark
What we’re looking for:
Expertise with Python, PySpark, Scala, PyData, DataFrames, Jupyter Notebook and understands the fundamentals of functional programming language.
Excellent data modelling experience and understanding of core concepts of Big Data and has practical experience working with 100s of Terabytes to Petabytes of data
Solid experience and understanding of various core AWS services such as EC2, S3, EMR/Spark, Glue, SQS, Kinesis/Firehose, DynamoDB/DAX, Step functions, ElasticSearch, Athena and Redshift.
Hands on programming experience using AWS SDK (Boto3), Java SDK or CLI
Deep understand AWS Infrastructure, networking best practices, multi-region latency and fail over/disaster recovery strategy
Has practical experience transferring big data in and out of AWS, transforming and computing in AWS at scale
Experience in developing distributed applications and dynamic workflows using serverless architecture
Analytical skills and experience in solving big data problems effectively using Spark/EMR
Experience with public cloud data sharing practices and security
Experience working with CICD pipelines
The ideal candidate has:
Real time data streaming, batching and transformations on data in transit
Nice to have experience in infrastructure automation using Infrastructure as Code methodology and well versed with CloudFormation or Terraform
Non-Technical Experience:
Effective Collaborator and Team Player
Quick Learner and Self-starter with excellent debugging skills
Ability to foresee scalability, budget issues and make judgements
Additional Skills Required: Spark, PySpark, EMR, Big Data technologies
Job Type: Full-time
Pay: $74.00 - $76.00 per hour
Benefits:
401(k)
Dental Insurance
Health Insurance
Paid Time Off
Schedule:
Monday to Friday
Experience:
AWS: 3 years (Required)
Data Engineering: 6 years (Preferred)
Visa Sponsorship Potentially Available:
Yes: H-1B work authorization
Work Remotely:
Temporarily due to COVID-19"
Product Development Scientist,MOBILion Systems,"Philadelphia, PA",None,"The Product Development Scientist (PDS) will be responsible for identifying, researching, implementing, and de-risking technologies to be incorporated into MOBILion products. These technology projects will typically be early within the product life cycle process and may or may not proceed to full product development and release. The PDS will serve as a subject matter expert that advises the team on key technical decisions, leads in the detailed design of complex instrumentation, drives the initial build and test of prototype systems, collects first proof of concept data from these systems, and shares results back to the product development team and scientific community on the outcomes of these developments and experiments. For technologies which proceed to full product development the Product Development Scientist will work closely with a Product Development Team to transfer learnings from early experiments to reduce technical barriers in the productization of these technologies.
Responsibilities
Lead the design of instrumentation systems from the conceptual phase through prototype phase and support knowledge transfer into further development phases
Understand the ion mobility and mass spectrometry technology spaces and how these technologies can be leveraged to provide solutions in various applications
Create and execute test procedures, documenting and presenting results
Participate in technical design reviews at system or subsystem levels in progress
Identify gaps in design proposals and technical capabilities
Attend key industry conferences to develop an industry presence and to stay current with competitive technology development.
Work within an interdisciplinary team to achieve strategic, operational, and technical objectives
Adhere to policies, procedures, and protocols to ensure compliance with regulatory and industry standards and practices.
Participate in technical design reviews
Identify gaps in design proposals and technical capabilities
Required Qualifications
A PhD in Chemistry, Physics, or related science or 8-10 years’ experience in a product development role in the mass spectrometry or related instrumentation market. Proven track record developing conceptual and analytical models of ion manipulation hardware
Experience building and testing some type of custom ion mobility or mass spectrometry instrument in either an academic or industrial setting.
Significant experience building and troubleshooting ion manipulation hardware
Understanding how various mass spectrometry systems operate (i.e. QTOF, QQQ, Orbitrap, etc.)
Understanding of ion mobility separation principles
Able to manage small to medium projects with minimal guidance (project management)
Strong written and oral communication skills to communicate ideas, designs, and results to internal stakeholders
Initiate, direct, and execute scientific research with an emphasis on developing next generation SLIM technology, trade secrets and intellectual property
Influence the scientific community and market via patents, publications, and conference presentations
Ability to work within the United States
Willing to relocate to the Chadds Ford, PA region
Preferred Qualifications
Commercial mass spectrometry instrument development experience
Strong project management skills
Ability to read and understand mechanical drawings and electrical schematics Successful work- related experience in leading cross-functional teams
Demonstrated track record of executing a product development plan from rudimentary lab prototype to commercial launch.
Experience with SIMION ion trajectory modeling
Experience with software coding (Python, C++, Labview, etc)
Ability to communicate effectively in front of company clients
If interested, please send a cover letter and resume to careers@mobilionsystems.com."
Data Engineer,Mondo,"Malvern, PA 19355",None,"Data Engineer
Duration: 2 Year Contract
Location: Charlotte, NC (Remote to start)
Rate: DOE
Responsible for accessing and extracting data from source systems, staging as needed, and loading into Celonis including:
"" Understanding source data fields
"" Establishing production data ETL including staging as needed
"" Establishing event log and activity tables in Celonis
"" Validating and maintaining data quality and accuracy
"" Maintaining and enhancing data feeds to reflect new use cases, new data sources, changes in source data and related data maintenance
5+ years' experience in data engineering including:
"" Data engineering/data management/data modeling
"" Strong knowledge of ETL and working with enterprise databases (such as ERP, CRM)
"" Substantial professional experience writing complex SQL queries
"" Scripting languages (python, java)
"" Celonis Data Engineer certified

If interested, please email your resume to michael.meade@mondo.com"
Lead Data Scientist,Comcast,"Philadelphia, PA 19103 (Logan Square area)",None,"Business Unit:
Job Summary
Responsible for leveraging internal and external data to provide insights and information which supports a facts-based decision-making process. Provides input into strategy, analysis methods, and tool selection. Acts as a key contributor in a complex and crucial environment. May lead teams or projects and shares expertise.
Core Responsibilities
Develop and deploy predictive models based on historical data that provide future predictions about customer behavior
Develop data mining, machine learning, statistical and graph-based algorithms designed to analyze massive data sets for business insights and partner with the data engineering team to ensure proper implementation and usage of algorithms
Mentor a small group of less experienced team members on analytical projects or on cross-functional teams. Frequently serves as team lead on multiple projects, mentor and train junior team members.
Review and approve methodologies used for advanced analysis projects (predictive models, clustering/segmentation, etc) by junior team members and others
Mentor complex projects using wide breadth of data sciences and advanced techniques.
Manages the review, revision and maintenance of existing internal procedures to ensure quality and efficiency.
Determine appropriate methods, prove viability of selected method and educate internal teams as to the analytical foundation.
Use analytical rigor and statistical methods to analyze large amounts of data, extracting actionable insights using advanced statistical techniques such as data analysis, data mining, optimization tools, and machine learning techniques and statistics (e. g., predictive models, LTV, propensity models).
Lead large scale projects that utilize online & offline data, structured & unstructured data, set top box data (media/behavioral/attitudinal) to build customer centric models and optimization tools.
Skills
Intermediate to Expert level proficiency with statistical probabilistic modeling techniques such as regression, tree-based methods (Random Forest, GBM), neural networks, support vector machines, supervised/unsupervised clustering techniques (k-means, DBSCAN, Expectation Maximization), principal component and factor analysis, etc.
Expert working within enterprise data warehouse environments platforms (Teradata, Netezza, Oracle, etc.) and working within distributed computing platforms such as Hadoop and associated technologies such as SQL, HQL, MapReduce, Spark, Storm, Yarn, Kafka, Sqoop and Hive
Expert in at least one programming language such as Python, R, Scala, Julia, C#, Java, C++
Experience in Natural Language Processing (word categorization, topic modeling, application of machine learning to NLP) a plus
Ability to explain complex statistical problems and solutions to laymen.
Has a good understanding of overall business, including financial acumen, ability to convert complex data into insights and action plans, demonstrated in-depth understanding of predictive modeling life cycle and architects projects through implementation
Education and Experience
Master's degree, preferably in quantitative fields such as Economics, Statistics, Mathematics, Decision Science, Operational Research, Computer Science or Engineering
PhD in a quantitative field preferred
Generally requires 7-11 years related experience
Employees at all levels are expected to:
Understand our Operating Principles; make them the guidelines for how you do your job
- Own the customer experience - think and act in ways that put our customers first, give them seamless digital options at every touchpoint, and make them promoters of our products and services
- Know your stuff - be enthusiastic learners, users and advocates of our game-changing technology, products and services, especially our digital tools and experiences
- Win as a team - make big things happen by working together and being open to new ideas
- Be an active part of the Net Promoter System - a way of working that brings more employee and customer feedback into the company - by joining huddles, making call backs and helping us elevate opportunities to do better for our customers
Drive results and growth
Respect and promote inclusion and diversity
Do what's right for each other, our customers, investors and our communities

Comcast is an EOE/Veterans/Disabled/LGBT employer"
Data Manager/Data Sciences Program Lead,Navitas Data Sciences (formerly DataCeutics),"Philadelphia, PA",None,"Data Managers/Data Sciences Program Leads
DataCeutics is seeking top talent for positions for a Senior Consultant, Data Manager/Data Sciences Program Lead. If you are an experienced, passionate Data Manager who has worked within a Pharma or CRO company within the Continental United States then we would love to hear from you. This is a full-time role. The applications will be considered from candidates who wish to work remotely anywhere from their home based anywhere in the Continental U.S.
Position Primary Function
The Senior Consultant, Data Manager designs, develops and programs clinical databases for clients.
Specific responsibilities include:
Data entry screen design;
Database development;
Development and programming of edit checks;
Maintenance of ad-hoc reports;
Import / export of Oracle utilities;
General end user support;
Routine interface with a cross-function of client and DataCeutics’ team members;
Oversee the smooth running of the projects conducted within the team, ensuring that members adhere to the schedules and timetables established by the Sponsor for the conduct and completion of projects;
Pro-actively communicate with the Project team and vendors in order to meet sponsor requirements;
Work with the study teams, advising and informing on the processes that have to be completed to enable the technology to be implemented. Act as a mentor to the teams, encouraging interest and building confidence in the systems; and
Advise management regularly on the status and any potential risks or issues with on-going projects to ensure resolutions in a timely manner including any potential issues with resources;
Job Qualifications
Associate’s degree in computer science, statistics, or equivalent a plus;
8 Years’ Experience with one or more of the leading CDM software applications, e.g., Oracle Clinical, InForm, etc. is required;
8 plus years Pharmaceutical or CRO industry experience desired;
Experience and knowledge of the drug development process desired;
Good interpersonal and communication skills;
Experience in a clinical development environment;
Project planning or project management skills;
Proven communication skills;
Ability to take a lead position on a project;
Self-starter who is able to work independently and willing to provide original thinking;
Successful team player with good oral and written communication skills; and
Candidates must be fluent in English language (both verbal and written)
About DataCeutics:
Full Service or Project Based. For more information on DataCeutics please visit: https://www.navitaslifesciences.com/navitas-data-sciences.
It starts with Our Customers' Requirements:
Customers’ requirements vary, from full-service support to very specific project work. In each situation, our skilled staff complete the task.
Keywords:
DataCeutics, Navitas Data Sciences, Data Manager; CDISC, ADaM, SDTM; pharma, pharmaceutical, SAS, STAT, home based, SAS, pharma, pharmaceutical, home-based, field based, flexible working, flexible location, United States, flexible working, flexible location.
Salary:
on application
Position Type:
Permanent
Full Time
Job Type: Full-time
Benefits:
401(k)
401(k) Matching
Dental Insurance
Disability Insurance
Flexible Schedule
Flexible Spending Account
Health Insurance
Life Insurance
Parental Leave
Professional Development Assistance
Referral Program
Vision Insurance
Schedule:
Monday to Friday
Experience:
Clinical SAS Programming: 8 years (Required)
Language:
English (Required)
Work authorization:
United States (Required)
Additional Compensation:
Bonuses
Work Location:
Fully Remote
Company's website:
https://www.navitaslifesciences.com/navitas-data-sciences
Benefit Conditions:
Only full-time employees eligible
Work Remotely:
Yes"
Retention Data Scientist,NewRez,"Fort Washington, PA 19034",None,"As a Retention Data Scientist, you will be delivering solutions while leveraging your experience in machine learning. You will bring a curiosity about how the consumers search in information and match that with a strong technical ability to analyze large data sets, reveal insights, and turn the insights into recommendations
You will have a deep understanding of the mortgage lending industry and the levers that can be pulled to improve business outcomes based on data analysis and modeling.
Role Description
In this role, you will:
Partner with a cross-functional team of data scientists, software engineers, and product managers to deliver a product customers love
Leverage a broad stack of technologies — Hadoop, Spark, H20.ai, Django, Sagemaker and other cloud AI platforms, containerization and more — to reveal the insights hidden within huge volumes of numeric and textual data
Build machine learning models through all phases of development, from design through training, evaluation, validation, and implementation
Flex your interpersonal skills to translate the complexity of your work into tangible business goals

The Ideal Candidate is:
Customer first. You love the process of analyzing and creating, but also share our passion to do the right thing. You know at the end of the day it’s about making the right decision for our customers.
You continually research and evaluate emerging technologies. You stay current on published state-of-the-art methods, technologies, and applications and seek out opportunities to apply them.
You thrive on bringing definition to big, undefined problems. You love asking questions and pushing hard to find answers. You’re not afraid to share a new idea.
A leader. You challenge conventional thinking and work with stakeholders to identify and improve the status quo. Your passionate about talent development for your own team and beyond.
You’re comfortable with open-source languages and are passionate about developing further. You have hands-on experience developing data science solutions using open-source tools and cloud computing platforms.
Statistically-minded. You’ve built models, validated them, and backtested them. You know how to interpret a confusion matrix or a ROC curve. You have experience with clustering, classification, sentiment analysis, time series, and deep learning.
A data guru. “Big data” doesn’t phase you. You have the skills to retrieve, combine, and analyze data from a variety of sources and structures. You know understanding the data is often the key to great data science.
You will be successful in this role if you have:
Bachelor's degree in Statistics, Computer Science, Math or another STEM discipline. Master's or advanced degree preferred.
Understand how mortgage lending works across origination and servicing.
5-10 years of related experience, including hands-on experience analyzing data and applying machine learning techniques to build models that are integrated into applications
10-20 years’ experience overall, including data mining & analysis, software or product development, software or systems engineering
Key Skills:
Knowledge of a variety of techniques and when/how to apply to problems: Statistical modeling, machine learning, deep learning, natural language processing, data mining, reinforcement learning, etc.;
Experience building and running stable, scalable pipelines to structure and to integrate across the Big Data Vs on premise and in the cloud
Experience with elastic storage and categorizing data in a data lake repository
Experience with designing, building, and deploying MLOps pipelines
Experience using statistical computer languages such as R and Python.
Strong analytical and algorithmic skills
Ability to work in a collaborative team context.
Preferred Qualifications
MS in Statistics, Computer Science or another STEM discipline
2-3 years of Experience with ML or experience with AI planning or multi-agent algorithms
Experience with ML frameworks such as SciKit-Learn, TensorFlow, Keras, etc.
Strong programming experience in Python, Java, C++, etc.
Experience in developing and operationalizing systems that include advanced algorithmic components"
"Scientist, Large Molecule Drug Product Development",Johnson & Johnson Family of Companies,"Spring House, PA",None,"Janssen Research & Development, L.L.C., a division of Johnson & Johnson's Family of Companies is recruiting for a Scientist, Large Molecule Drug Product Development located in Malvern, PA or Spring House, PA.

At the Janssen Pharmaceutical Companies of Johnson & Johnson, we are working to create a world without disease. Transforming lives by finding new and better ways to prevent, intercept, treat and cure disease inspires us. We bring together the best minds and pursue the most promising science.

We are Janssen. We collaborate with the world for the health of everyone in it. Learn more at www.janssen.com and follow us @JanssenGlobal. Janssen Research & Development, LLC is part of the Janssen Pharmaceutical Companies.

The Scientist in Large Molecule (LM) Drug Product Development (DPD) will work independently and in conjunction with appropriate teams to support program/project needs. The candidate will also independently lead, design and perform development and engineering in support of process and fill-finish activities for large molecules (e.g. monoclonal antibodies, fusion proteins, bi-specifics, gene therapies, cell therapies etc). ]
Key Responsibilities:
Lead biologics drug engineering and design studies relevant to the stage of development. Studies include, but not limited to, equipment design, process characterization, stability, robustness, and the development of fill/finish processes.
Lead process development studies to determine and characterize process parameters associated with preparation of biologic drug products. Studies include, but are not limited to, freeze-thaw, mixing, filtration, pumping, filling, biophysical characterization, stability, composition robustness, lyophilization, spray drying, spray-freeze drying.
Define and support selection of drug delivery and device specifications to meet customer, internal, and regulatory needs.
Lead, facilitate, and participate in technical discussions to successfully resolve problems with suppliers, methods, project issues and deviations.
Supervise, guide, and mentor junior scientists within the manufacturing sciences.
Lead the overall strategic design, development and deployment of engineering activities to ensure competitiveness and organizational excellence.
Deliver an improved focus on the engineering concepts, ensuring consistent scientific excellence and scientific quality standards are met.

Qualifications
Required:
BS in Engineering (Biomedical, Bioengineering, Chemical, Electrical or Mech with 8 years OR a Master’s Degree (MBA is preferred) with 6 years of industrial experience is required.
Proven proficiency and experience in biologics and device development (mAbs, gene therapies, cell therapies etc.) within the pharmaceutical industry with a high level of technical understanding.
Lean & Six Sigma certification and proven experience in business transformation.
Experience with multiple aspects of drug and device development, including technical, regulatory, and project management required.
Effective communication skills and demonstrated leadership in providing integration of activities and delivering information across multifunctional groups and sites.
Detailed knowledge of design controls for drug and device development, engineering and process controls equipment installation.
This position will be based in Malvern or Spring House and may require up to 15% international and domestic travel.

Johnson & Johnson is an Affirmative Action and Equal Opportunity Employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, age, national origin, or protected veteran status and will not be discriminated against on the basis of disability.

Primary Location
United States-Pennsylvania-Malvern-
Other Locations
United States-Pennsylvania-Spring House
Organization
Janssen Research & Development, LLC (6084)
Job Function
R&D
Requisition ID
8333200720"
Lead Data Engineer,"Yoh, A Day & Zimmermann Company","Wayne, PA 19087","$145,000 a year","Lead Data Engineer – Job Description
Day to Day:
Develops and maintains scalable data pipelines and builds out new API integrations to support continuing increases in data volume and complexity.
Collaborates with analytics and business teams to improve data models that feed business intelligence tools, increasing data accessibility and enabling data-driven decisions across the organization.
Implements processes and systems to monitor data quality, ensuring production data is always accurate, secure, and available for key stakeholders and business processes that depend on it.
Contributes to engineering communities of practice, and documents work.
Performs data analysis required to troubleshoot data related issues and assist in the resolution of data issues.
Works closely with a team of frontend and backend engineers, product managers, and analysts.
Defines company data models, uses ELT pipeline and data streaming tools to populate data models.
Designs data integrations and data quality framework.
Designs and evaluates open source and vendor tools for data lineage.
Works closely with all business units and engineering teams to develop strategy for long term data platform architecture.
Your Profile:
BS or MS degree in Computer Information Science or related technical field
8-10 years of Information Technology experience with data management
5+ years of software engineering experience in Python, Scala, Java, or .NET
5+ years of experience with schema design, dimensional data modeling, and data storage technology
5+ years of multiple kinds of database experience (SQL and No-SQL)
Proven ability in managing and communicating data warehouse plans to internal clients
Experience designing, building, and maintaining secure, reliable batch and real time data pipelines
Experience with cloud data ingestion, data lake, and modern warehouse solutions (Azure is a plus)
Experience with event streaming platforms like Kafka or Azure Event Hubs
Ability to provide data architecture and engineering thought leadership across business and technical dimensions solving complex business cases
Possesses a deep understanding of enterprise software patterns and how they may be leveraged in modern data management
Knowledge of best practices and IT operations in an always-up, always-available service
Experience with or knowledge of Agile Development methodologies (SAFe is a plus)
Excellent analytical problem solving and troubleshooting skills
Excellent oral and written communication skills with a keen sense of customer service
Excellent team player with proven ability to influence
Highly adaptable to a continuously changing environment
Able to give and receive open, honest feedback and to foster a feedback environment
Outstanding communication, interpersonal, relationship building skills for team development
Possible Travel (10%)
Experience within financial services is a plus
#diceSP
#PASP
#SPPA"
Data Warehouse Engineer,i3infotek,"West Chester, PA",None,"Title: DB Engineer
Client: Primepay
Location: West Chester, PA
Skills Required:
SQL
Data Warehouse
SSIS
Dimensional Model Experience
SSAS
Azure Lake experience a plus
Azure Data Factory a plus
Azure Data Warehouse a plus.
Tableau a plus"
Data Engineer,Innovative Defense Technologies (IDT),"Mount Laurel, NJ",None,"Background information:
Innovative Defense Technologies (IDT), provider of automated software testing, data analysis, and cybersecurity solutions for complex, mission-critical systems in the US Department of Defense (DOD), is seeking a Data Engineer to be based in our Mt. Laurel office.
Overview:
The Data Engineer position offers the opportunity to join our growing team of data scientists and analytics experts. The hire will be responsible for designing and implementing various data pipeline architectures across several projects, as well as optimizing data flow and collection for cross functional teams. The candidate must be experienced in the state-of-the-art data management technologies to support differing data requirements and objectives. Individuals must be self-directed and comfortable supporting the data needs of multiple teams, systems and products.
All applicants must be able to obtain/maintain an active U.S. Security Clearance.
Responsibilities Include:
Design, implement, deploy and maintain optimal data pipeline and data management architectures.
Assemble large, complex data sets that meet functional / non-functional project requirements
Build the infrastructure required for optimal extraction, transformation, and loading of data from a wide variety of data sources using SQL, streaming and ‘big data’ technologies
Implement data pipelines to ingest data to the platform, standardize and transform the data
Support the development of analytics tools that utilize the data pipeline to provide actionable insights into the data and optimization of objectives.
Create data tools for analytics and data scientist team members that assist them in building and optimizing our product into an innovative industry leader.
Work with data and analytics experts to strive for greater functionality in our data systems.
Design and architect solutions with Big Data technologies (e.g Hadoop, Hive, Spark, Kafka)
Design and implement systems that run at scale leveraging containerized deployments
Design, build, and scale data pipelines across a variety of source systems and streams (internal, third-party, as well as cloud-based), distributed/elastic environments, and downstream applications and/or self-service solutions
Ability to travel up to 10%
Minimum Required Qualifications:
Master’s Degree in Computer Science, Computer Engineering, Informatics, Information Systems or another quantitative field
5+ years of experience in a Data Engineer role
Required skills:
Experience with big data tools: Hadoop, Spark, etc.
Experience with relational SQL and NoSQL databases, including Postgres
Experience with AWS cloud or remote services: EC2, EMR, RDS, Redshift
Experience with stream-processing systems: Kafka, Storm, Spark-Streaming, etc.
Experience with object-oriented/object function scripting languages: Python, Julia, Java, C++, Scala, etc.
Experience with data encryption/security features applied to data-in-transit
Advanced working SQL knowledge and experience working with relational databases, query authoring (SQL) as well as working familiarity with a variety of databases
Experience building and optimizing ‘big data’ data pipelines, architectures and data sets
Experience performing root cause analysis on internal and external data and processes to answer specific questions and identify opportunities for improvement
Experience with development, management, and manipulation of large, complex datasets
Experience with database & ETL technologies
Demonstrated knowledge of data management competencies and implementation
Understands the Big Data related problems and requirements to identify the correct technical approach. Core understanding of Big Data principles and architectural patterns
Working knowledge of message queuing, stream processing, and highly scalable ‘big data’ data stores
Experience supporting and working with cross-functional teams in a dynamic environment
Preferred skills:
Experience with containerized deployment technologies (Kubernetes, Openshift, etc.)
Experience with instantiating and configuring Virtual Machines (VMware, VirtualBox, etc.)
Experience with Machine Learning algorithms and applications interfacing with data management solutions
Competencies:
Solid analytical abilities, coupled with a strong sense of ownership, urgency, and drive
Attention to detail
Initiative, creativity, reliability, teamwork
Ability to adapt to and thrive in a fast-paced environment
EEO Statement:
IDT is an Equal Opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, religion, creed, sex, sexual orientation, gender identity, national origin, disability, protected Veteran status, or any other basis protected by federal, state, or local law."
"Data Scientist, Data Engineering",Vanguard,"Malvern, PA",None,"Bring innovation to life for investors everywhere
At Vanguard we innovate for the good of our investors, delivered through our world-class crew. As a Data Scientist you will lead multi-year division-wide technology related projects - applying technical and analytical expertise to produce project results that deliver value to IT & the Business.
This position requires a Data Science skill set to lead and manage analytical projects - requiring the ability to perform deep dive diagnostic, predictive, and prescriptive analytics to support data-driven business decision making.
In this role, you will:
Develop queries and performs extensive programming to access, transform, and prepare data for statistical modeling.
Identify and diagnose data inconsistencies and errors, documents data assumptions, and forages to fill data gaps.
Engage with internal stakeholders to understand and probe IT & business processes in order to develop hypotheses. Bring structure to requests and translates requirements into an analytic approach.
Guide test design, research design, and model validation. Provides statistical consultation services. Serve as the analytics expert on cross functional teams for large strategic initiatives and contributes to the growth of the Vanguard analytic community.
Prepare and deliver insightful presentations and action recommendations. Communicate complex analytical findings and implications to IT & business partners.
Manage projects or technical workstreams within a broader project or program. Develop, implement, and monitor project plans. Contribute expertise to major project deliverables, milestones, and required tasks.
Provide insight on best practices and common obstacles based on prior experiences. Serve as a trusted advisor to ensure strategies are aligned with the overall department and business requirements.
Communicate project status and issues regularly to stakeholders, including leaders, team members, and senior managers.
Build and maintain effective relationships. Proactively foster communication between internal and external project stakeholders. Influence key decisions across stakeholder groups.
Proactively identify, manage, and mitigate risk on technology projects. Communicate solutions on key issues or projects to management and stakeholders to obtain their input and buy-in as appropriate.
What it takes:
Minimum of three years’ experience combined with two years of managing a project. Financial Services and technical experience preferred.
Undergraduate degree or equivalent combination of training and experience in a related field
Undergraduate degree in Analytics, Applied Mathematics, Economics, Statistics or related analytical field of study or equivalent combination of training and experience. Graduate degree preferred. (Computer Science, Engineering).
Experience with data wrangling required - Programming skills to access, transform and prepare large scale data for statistical modeling. Experience utilizing statistical and machine learning methods and tools required.
Additional considerations:
Vanguard is not offering visa sponsorship for this position.
About Vanguard
We are Vanguard. Together, we’re changing the way the world invests.
For us, investing doesn’t just end in value. It starts with values. Because when you invest with courage, when you invest with clarity, and when you invest with care, you can get so much more in return. We invest with purpose – and that’s how we’ve become a global market leader. Here, we grow by doing the right thing for the people we serve. And so can you.
We want to make success accessible to everyone. This is our opportunity. Let’s make it count.
Inclusion Statement
Vanguard’s continued commitment to diversity and inclusion is firmly rooted in our culture. Every decision we make to best serve our clients, crew (internally employees are referred to as crew), and communities is guided by one simple statement: “Do the right thing.”
We believe that a critical aspect of doing the right thing requires building diverse, inclusive, and highly effective teams of individuals who are as unique as the clients they serve. We empower our crew to contribute their distinct strengths to achieving Vanguard’s core purpose through our values.
When all crew members feel valued and included, our ability to collaborate and innovate is amplified, and we are united in delivering on Vanguard's core purpose.
Our core purpose: To take a stand for all investors, to treat them fairly, and to give them the best chance for investment success."
Systems Engineer – Data Analytics Platform,Susquehanna International Group,"Philadelphia, PA",None,"Overview

Susquehanna International Group (SIG) is a 30 year-old privately held trading firm located just outside of Philadelphia, PA. Building virtually all of our own trading technology from scratch, we are leaders and innovators in high performance trading.

SIG is seeking a Scientific Programmer to develop and productionize tools for scaling up and out the processing of petabytes of data on a cluster with thousands of cores. In this role, you will be part of a team responsible for managing the data pipeline and the tools for generating rich data sets used by Equity, Futures, and Options strategies. This person will be building tools used in the analysis of all data and signal feeds to aid in backtesting of strategies and new signal discovery. This is a highly visible team that works with traders and quantitative research strategists to provide key information used in trading.

In this role, you will:
Build and maintain tools for data analysis and the data processing pipeline, including numerical algorithms and dependency-based scheduling and monitoring
Write performant code to optimize components across the data generation and data access pipeline
Work with historical tick-by-tick data for US Equities, Futures, and Options markets to build in-house high performance analytics and simulation platforms

What we're looking for
MS or Ph.D. in Computer Science or another Applied Sciences / STEM discipline (or its foreign equivalent), plus experience in numerical analysis and programming.
5+ years of professional experience writing code in systems programming languages like C, C++, or Rust, AND 2+ years of professional experience with Python.
Experience writing Python and/or Numpy C extensions is a plus, particularly so if using libraries such as pybind11 or boost::python.
Deep experience with NumPy and SciPy scientific computing packages required.
Enthusiasm for working with data, especially large sets of data. Strong aesthetics for cleanliness and correctness in data.
Want to contact us directly?

Chris Gomes
Chris.Gomes@SIG.com

We don’t post salary ranges externally so any salary estimate you see listed here was not provided by SIG and may not be accurate.

SIG is not accepting unsolicited resumes from search firms. All resumes submitted by search firms to any employee at SIG via-email, the Internet or directly without a valid written search agreement will be deemed the sole property of SIG, and no fee will be paid in the event the candidate is hired by SIG."
