Title,Company,Location,Salary,Description
DevOps Specialist-,Munich Re America,"Philadelphia, PA",None,"We are adding to our diverse team of experts and are looking to hire those who are committed to building a culture that enables the creation of innovative solutions for our business and clients.

The Company
As a member of Munich Re Specialty Insurance (MRSI) operations, we offer the financial strength and stability that comes with being part of the world's preeminent insurance and reinsurance brand. Our risk experts work together to assemble the right mix of products and services to help our clients stay competitive – from traditional reinsurance coverages, to niche and specialty reinsurance as well as excess and supplemental insurance products.

The Opportunity
The Principal DevOps Specialist is responsible for designing and implementing Azure solutions (IaaS, PaaS, SaaS) and capable of handling Build/Release and Configuration management activities with TFS/VSTS/Azure DevOps/Git/Bit bucket etc. You will automate the build, test and deploy processes.

The ideal candidate will have strong knowledge and hands-on ability to automate and orchestrate on Azure, Azure DevOps, Infrastructure automation using ARM Templates and automating Azure services. Hands on experience in scripting with bash, PowerShell, Python, Terraform, Azure CLI and ARM Template as well as CI/ CD Management, CI/CD Automation and Script writing is required.

You will manage and support environments in Azure and will have a strong working understanding of networking, load balancing and firewall based security patterns. Good knowledge of application development using Agile, and DevOps best practices is a plus.

This position will work collaboratively with the E&S Solution Architect, Head of Systems Transformation as well as the Head of Enterprise Platforms to enable the processes necessary to sustain and operate DevOps enabled platforms while assuming ownership of newer platform(s) and system(s) being inducted. The right candidate will have strong leadership and negotiation skills while being future focused.

Responsibilities
Technology Delivery:
Manage the full release process. You must have hands-on experience with deploying and managing microservices using Service Fabric, Docker, Kubernetes Linux/Windows containerization.
Automate Azure services, support Cloud-Native applications and API development using .NET, .NET Core and Containers.
Contribute to application development on multiple large-scale, mission-critical systems. Work collaboratively as a key contributor on a high performing team which ships code and delivers value.
Swarm on stories or bugs as needed.

Qualifications
Three to nine years of experience with Azure DevOps + TFS
Proven expertise with Shell Scripting, PowerShell, Azure CLI and Infrastructure Automation Tools (Terraform, Salt, ARM Template). Good scripting skills is a plus.
Knowledgeable of Azure PaaS services along with hand on experience with several automation tools.
Working Experience with auto installation is a plus.
Good debugging and problem-solving skills.
Excellent verbal and written communication skills coupled with analytical problem-solving skills.
Ability to write quality unit and end–to–end tests; debug and optimize existing and new code
At least five years of experience with web application and SQL coding
Experience in the creation of VSTS / TFS build and release pipelines, custom build & release scripts, configuration of VSTS Artifactory & TFS drop location and TFS build controllers
Proficient in configuration of VSTS / TFS build server, controller and build / deployment agent pools on server
Proficiency with Microsoft Azure Infrastructure management
Experience with Ansible script creation and modification for environment configuration
Proficiency in ADO (VSTS) / TFS concepts on security control, backlog management, branching, merging and code reversal.
Proficiency in Git version control
Excellent troubleshooting all build and deployment issues
Proficiency with coding / debugging of custom build and deployment scripts in PowerShell, Ansible runbooks, YML builds, C# .Net, MS Build, BAT and vb10
Bachelor’s or Master’s degree preferably in engineering / IT or similar background.
Experience of 7+ years with Agile delivery frameworks (e.g. Scrum, SAFe etc.)
Knowledge of DevOps tools, practices and methodologies
Design thinking certifications highly desirable
While not required – the following certifications or their equivalent will be a major plus:
MCSE Cloud Platform and Infrastructure
MCSA Cloud Platform Solutions Associate,
Architect Exam priorities: Architecting Azure Solutions, AZ – 300 & AZ - 301, 70-533, AZ – 100 & 101 Implementing Azure Infrastructure Solutions"
Azure DevOps Engineer,Assurant,"Wayne, PA 19087",None,"Assurant’s Connected Living Technology team is looking for strong solution focused engineers to move our organization to the next level. The business lines we support have experienced explosive growth over the last few years and we are currently looking to expand our teams that deliver market leading, cloud based technology solutions in the supply chain, protection services, asset recovery and asset disposition domains.

The Lead Software Engineer architects, designs, codes features, test files for multi-platform applications functions, services, and other related software components in response to problem and project change requests of the highest complexity and risk. The incumbent provides leadership, technical guidance, training and mentoring to others in areas of acquired expertise. The incumbent plans, organizes, leads, and coordinates the day-to-day activities for the Scrum team. The incumbent is responsible for the efficient application of currently relevant and appropriate emerging technology in the development of quality products within the constraints of time and budget. The Engineering team works in partnership with other Technology Functions and the Business to ensure quality delivery of our products. The team works in an Agile environment and is located globally. The team is independent in driving all decisions and is responsible for continuously improving customer experience, revenue growth and operations enablement through quick turn-around of development of our products with high quality.

Responsibilities:
Analyze requirements and design solutions for approved projects and change requests of the highest complexity
Design/develop system, application and program code according to business and technical requirements
Perform quality assurance and unit testing to achieve quality objectives
Implement solutions
Provide system support
Produce daily activities/tasks of the team backlog
Maintain and enhance knowledge of the business operations and strategic imperatives of Assurant
Basic Qualifications & Competencies:
Bachelor's Degree in Computer Science or a related technical discipline or equivalent related practical experience
7+ years of technology experience
Hands on expertise in the Microsoft stack of technologies and Azure tools.
GIT Hub, Jenkins, Terraform, Kibana, Cosmos
Extensive experience in multi-platform development principles including solid understanding of structured and Object Oriented modeling, analysis, design and programming
Proficient in targeted languages and utilities for both legacy and non-legacy environments
Thorough comprehension of methodologies and development concepts for mainframe and Windows and Web-based Services
Requires analysis and architectural skills for the highest risk technical problems and solutions.
Requires an understanding of business/operational goals and the ability to create platforms and applications that successfully integrate into company operations.
Must possess demonstrated leadership, coaching, and mentoring skills in both one-on-one and group settings.
Requires excellent analytical skills and the ability to learn and apply flexible, open-minded problem-solving techniques to highly complex projects.
Requires the ability to effectively manage expectations, high-risk issues, and complex tasks and assignments.
Requires the ability to analyze issues, deal with ambiguity, and make sound, timely decisions with less than complete information.
Training, mentoring and knowledge-sharing skills in both individual and group settings
Ability to apply flexible, open-minded problem solving and analysis
Ability to perform work and drive for results, even in highly ambiguous situations
Ability to lead technical teams through the development process
Passion for quality and high coding standards, with exposure to automated unit testing
Desire to be part of a TEAM that solves problems and provide Solutions.

Preferred Qualifications:
Experience working in an insurance-based claims systems
Experience in the Insurance and/or Cellular Phone industry is a plus"
Associate DevOps Engineer,Moody's Corporation,"West Chester, PA",None,"We are looking for a talented and motivated DevOps Engineer. The ideal candidate will be a highly motivated hands-on individual with a strong focus on scripting, automation, continuous integration and deployment. You will be responsible for utilizing these technologies to migrate applications from on-prem to cloud, improve development cycles, and ensure scalability and reliability. Experience with Windows and Linux, Amazon cloud platforms, source control systems, and configuration management tools is essential.

This is position requires cloud knowledge, scripting and automation skills, communication skills, and a positive attitude. You will not be micro-managed and will be working with a fun, passionate and dedicated DevOps team, which is responsible for releases, automation, innovating and introducing new capabilities that can be used across the organization.

We are looking for someone passionate about building scalable, performant, reliable systems using the latest tools and technologies.
Qualifications
Bachelor’s degree in Computer Science, related field, or equivalent experience
Good understanding of DevOps concepts
Experience with AWS
Experience with scripting and programming, such as Powershell, Python and/or Bash
Experience with Linux and Windows VMs
Understanding build and release engineering or configuration management
Experience with source control tools (Git, Subversion, TFS, etc.)
Experience with configuration management and automation tools is a big plus
Understanding of Agile development, continuous deployment and continuous integration, especially in a .NET or Node development shop
Experience with SQL Server
Experience with high traffic websites
Strong ability to troubleshoot and solve problems independently
Willing to work in a fast pace and multitasking environment
Strong communication and documentation skills
LOB/Department
Content Solutions - Economics & Business Analytics
Job Req ID
18597BR
Entity
Moody's Analytics (MA)
Line of Business
CS Research (CS RESEARCH)
Regular/Temporary
Regular
City
West Chester
Job Category
Engineering & Technology
Job Sub Category
Software Engineering
Experience Level
Experienced Hire
Working at Moody's
Moody's is an essential component of the global capital markets, providing credit ratings, research, tools and analysis that contribute to transparent and integrated financial markets. Moody's Corporation (NYSE: MCO) is the parent company of Moody's Investors Service, which provides credit ratings and research covering debt instruments and securities, and Moody's Analytics, which offers leading-edge software, advisory services and research for credit and economic analysis and financial risk management. The Corporation, which reported revenue of $4.4 billion in 2018, employs approximately 13,100 people worldwide and maintains a presence in 42 countries. Further information is available at www.moodys.com.
Entity
Moody’s Analytics provides financial intelligence and analytical tools supporting our clients’ growth, efficiency and risk management objectives. The combination of our unparalleled expertise in risk, expansive information resources, and innovative application of technology, helps today’s business leaders confidently navigate an evolving marketplace.
EEO Policy
Moody’s is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, sex, gender, age, religion, national origin, citizen status, marital status, physical or mental disability, military or veteran status, sexual orientation, gender identity, gender expression, genetic information, or any other characteristic protected by law. Moody’s also provides reasonable accommodation to qualified individuals with disabilities in accordance with applicable laws. If you need to inquire about a reasonable accommodation, or need assistance with completing the application process, please email accommodations@moodys.com.. This contact information is for accommodation requests only, and cannot be used to inquire about the status of applications.

For San Francisco positions, qualified applicants with criminal histories will be considered for employment consistent with the requirements of the San Francisco Fair Chance Ordinance. For New York City positions, qualified applicants with criminal histories will be considered for employment consistent with the requirements of the New York City Fair Chance Act. For all other applicants, qualified applicants with criminal histories will be considered for employment consistent with the requirements of applicable law.

Click here to view our full EEO policy statement. Click here for more information on your EEO rights under the law.
Securities Trading Policy (STP)
Candidates for Moody's Corporation may be asked to disclose securities holdings pursuant to Moody’s Policy for Securities Trading and the requirements of the position. Employment is contingent upon compliance with the Policy, including remediation of positions in those holdings as necessary."
Security Engineer (DevOps I Cloud I Automation),RELX Group,"Philadelphia, PA",None,"Further enhancement of the Elsevier CyberSec team has created the need for a talented Security Engineer . Reporting to the VP CyberSec Engineering & Incident Response, the successful candidate will be focused on security software and automation engineering to deliver customized solutions with in Elsevier’s cloud environment ensuring the protection of Elsevier’s enterprise and customer facing services
Role Purpose:
The Security Engineer will develop security cloud automation , automated security incident response and security incident detection solutions. They will also be responsible for system development for lifecycles for existing tooling. The successful candidate will sustain and i nnovate using current technology and develop custom solutions for increasing the direction and response capability.
Technical Skills and Experience required:
1+ years of IT security experience
BS Engineering/Computer Science or equivalent experience required
Foundational knowledge of cyber security concepts and functions.
Foundational software development knowledge and ability to work with programing and automation frameworks.
Understanding of application and system security testing and hardening.
Ability to analyze and monitor security systems for threats.
Good problem-solving skills.
Installation/ operation/ troubleshooting of computing platforms in cloud- based environments.
Foundational understanding orchestration and infrastructure management automation .
Foundational knowledge of IT network concepts and processes.
Basic oral and written communication skills.
Key Accountabilities:
Monitoring; review , identify and analyze security events for anomalous activity to safeguard company information assets against current and foreseen threats.
Support security functions in cloud-based and enterprise back-office environments.
Perform, document, and investigate security operating defects, bugs or incidents as directed by senior-level colleagues.
Escalate and resolve security system failures, bugs and features as identified in monitoring tools and workflows.
Gather security metrics and prepare reports for applicable stakeholders.
Install and/or troubleshoot applications and other security solutions within cloud environments.
Remain current on industry standards for security in a technology environment.
All other duties as assigned.
Elsevier is an equal opportunity employer: qualified applicants are considered for and treated during employment without regard to race, color, creed, religion, sex, national origin, citizenship status, disability status, protected veteran status, age, marital status, sexual orientation, gender identity, genetic information, or any other characteristic protected by law. If a qualified individual with a disability or disabled veteran needs a reasonable accommodation to use or access our online system, that individual should please contact 1.877.734.1938 or accommodations@relx.com .
Please read our Candidate Privacy Policy"
DEVOPS ENGINEER,Netresolute,"Philadelphia, PA 19103 (Rittenhouse area)",None,"We are looking for a DevOps Engineer, you will work collaboratively with the software engineering team to deploy and operate the systems and also help in automating and streamlining the operations and processes. You will be required to build and maintain tools for deployment, monitoring, and operations, and troubleshoot and resolve issues in our dev, test and production environments.
Experience with AWS, GCP or Azure.
Linux Administration Skills.
Scripting/programming Experience.
VM Management/Provisioning.
Kubernetes Management/Automation.
Production/Platform Engineering using a common programming language
MUST HAVES
Communication
Valid Work Authorisation"
DevOps Engineer,YouNet,"Media, PA",None,"ABOUT YOUNET MEDIA

YouNet Media is a member of YouNet Group - the Leading Digital Transformation Group for Marketing powered by Social Intelligence.

YouNet Media is the perfect blend of proven TECHNOLOGY expertise & MARKETING mindsets with SocialHeat - the No.1 Social Listening Platform. In VietNam, our technology platform, research and report services are led by the best experts in Internet, Marketing, Research, Computer Science Technology in Vietnam and executed by experienced talents in the field.

We are looking for one DevOps Engineer who will join our team to make the great products to market.

RESPONSIBILITIES:
Investigate and research enjoy working on infrastructure technologies like: Kubernetes, Docker, Prometheus, Ansible, …
Design, develop, test, deploy, maintain and improve software to deploy, monitor and deliver reliable softwares
Manage individual project priorities, deadlines and deliverables.
Willing to work with or study new technologies and programming languages as needed.

Report to: Technical Director.
Benefit: Basic salary, 13th salary, bonus
Promotion: Senior DevOps Engineer

REQUIREMENTS:
2+ years as a system administrator with experience in web application development, installation, configuration, performance tuning, troubleshooting, operation & maintenance.
Understanding of the automated development process.
Continuously improve Developer experience with efficient CI/CD.
Experience with automation tools such as Ansible, Docker, Jenkins, Kubernetes.
Experience with scripting skills such as Shell scripts, Nodejs, Python, Perl.
Understanding the importance of smart metrics and alerting.
Having experiences working with Hadoop, Hbase, Hive, Solr, or Cloudera is a BIG advantage."
"Sr. Engineer, DevOps",Thermo Fisher Scientific,"Philadelphia, PA 19019 (Somerton area)",None,"Thermo Fisher Scientific Inc. is the world leader in serving science, with annual revenue exceeding $25 billion. Our Mission is to enable our customers to make the world healthier, cleaner and safer. Whether our customers are accelerating life sciences research, solving complex analytical challenges, improving patient diagnostics and therapies or increasing productivity in their laboratories, we are here to support them.

Location/Division Specific Information:
Branford,CT., Philadelphia, PA. Carlsbad, CA. or Perhaps Remote for right candidate
Analytical Instruments Group
How will you make an impact?
The mission of the Operations team is to streamline the value delivery from developers to customers by adopting robust DevOps operations, practices, automation and processes.
The Operations Engineer is responsible for the full build, delivery and deployment lifecycle of Digital Science’s platform and software products. The Development Operations (DevOps) team manages internal CI/CD and environments and supports Development and Test Engineering teams.
The Operations team is responsible deployment architecture, and its automation and operations. The team works closely with Corporate Information Security (CIS), Corporate IT, QA and compliance teams to ensure required standards are met. The Operations Engineer is also responsible for increasing developer and tester productivity by developing and supporting tools and automation to deliver quality software and for maintaining reliability of managed services for our customers.
The Operations team strives to continuously learn, adapt and improve its maturity level. The team relies on automation, monitoring, DevOps principles, robust CI/CD pipeline and change management process to ensure timely build/release of quality software.
What will you do?
Design and architect solutions to support microservices strategy and kubernetes based deployment.
Engage with development, QA and production support teams in discovering and addressing operations shortfalls and solutions.
Maintain Continuous Integration processes, tools and execution. Includes test frameworks, code quality etc.
Seek quality and cost savings by automating any process we execute more than once
Design full lifecycle Continuous Delivery solutions
Management of the Source Code repository for Digital Science products and customer implementations
Increase deployment reliability and frequency while reducing frictions
Develop and manage test automation frameworks
Design, implement and manage a branching and merging mechanism
Develop and manage the build and versioning of code releases
Implement deployment processes that entails packaging releases, pushing releases and executing installs
Support customer infrastructure for cloud deployments
Conduct DevOps tool research, evaluation, proof of concept, installation, configuration and training
Participate in process analysis and documentation.
How will you get here?
Education/Experience:
Bachelor’s degree in Computer Science (or a related discipline) or at least 4 years of solid, diverse work experience
4 to 7 years of application development or Operations experience in IT or application program development, or the equivalent in education and work experience.
Participate in on-call rotation if required. Open to working flexible hours.
Work closely with oversees team members. Will require flexible hours to join meetings.
Compute, Cloud &amp; Network
Architecting and Automating Software Integrations and Delivery in the Cloud; Linux; Virtualization; Containers; Kubernetes; AWS, Azure, Google Cloud; System Design; Network fundamentals, Network Security, Network Virtualization; Network Architectures; Governance and Change Management; Highly Available 24x7x365 operations experience; DevOps and Site Reliability Engineering; Agile methodologies.
Software Architecture
Knowledge and experience of multi-tier HA modern applications; SOA; Microservices; API/Web services
CI/CD
Build/Test/Deployment Automation; Jenkins, Azure DevOps; Git; CloudFormation, Terraform; Deployment Architecture
Security
Security Operations and Automation; Industry standards and compliance, e.g., HIPAA, SOC, ISO, GxP, GDPR, CCPA, etc.; Security Best Practices; Encryption, Authentication/authorization, Integrity; Tools: vulnerability scans, penetration testing; IDS/IPS, WAF; OWASP
Databases:
DB Administration, Finetuning, Management; Knowledge of DB Models, Highly Available DB Architectures and Design
Programming:
Scripting, Python, Perl, Infrastructure as Code, Java, Groovy, Go.
Knowledge, Skills, Abilities:
Excellent written and verbal communication skills
Ability to work in a fast paced, constantly expanding environment
Experience with documenting procedures
Able to troubleshoot and resolve internal and customer problems in a timely manner
Strong communication, interaction and customer service skills with end customers and staff members
Preferred experience:
Certifications
Cloud Certification (AWS, Azure, Google), Certified Kubernetes Administrator (CKA)
Our global team of more than 75,000 colleagues delivers an unrivaled combination of innovative technologies, purchasing convenience and pharmaceutical services through our industry-leading brands, including Thermo Scientific, Applied Biosystems, Invitrogen, Fisher Scientific, Unity Lab Services and Patheon. For more information, please visit www.thermofisher.com.

Thermo Fisher Scientific is an EEO/Affirmative Action Employer and does not discriminate on the basis of race, color, religion, sex, sexual orientation, gender identity, national origin, protected veteran status, disability or any other legally protected status."
Sr. DevOps Engineer,QVC,"West Chester, PA",None,"Job Description Details
Who We Are
Be a part of delivering tomorrow’s innovations today! We are a leader in ecommerce technology solutions, from designing applications to creating entirely new platforms. Technology is at the core of all that we do. If you are energized by a dynamic engineering environment that encourages technical curiosity, collectivism, courage and a desire to grow professionally, then we want to talk to you!
Our Opportunity
We are seeking a senior devops engineer, who will be responsible for design, implementation, and support of Continuous Integration, Continuous Delivery and Container Orchestration platforms, and systems to support the devops and cloud initiatives at QVC. This position is core devops engineering in nature.
How You Will Make An Impact
Work in a rapidly iterating team in a pure agile/scrum methodology to drive functionality quickly to internal customers
Support critical applications and infrastructure, able to troubleshoot independently and create novel solutions
Work closely with related teams in the devops group to bring a culture of automation and self-service, driven by APIs, to QVC
Design and implement Continuous Integration (CI), Continuous Delivery (CD) frameworks
Participate strongly in code review process, challenging others to be excellent
Mentor more junior team members
What You Bring
BS in Engineering, Computer Science or related fields, or equivalent experience
5+ years of software engineering and related experience in implementing devops practices.
Experience building software in Java, Spring, Angular, React, etc.
Strong experience in implementing end-to-end devops pipelines, especially pipeline creation/management for CI/CD, continuous testing, automation of deployment, leveraging pipeline automation, and custom job creation
Expert in Jenkins, Docker, Kubernetes, Spinnaker
Experience working in one of the various cloud providers – Azure (preferred), AWS/GCP
Total Rewards
Health/Dental/Vision Insurance
Vacation 4 Paid Time Off
401k w/match
Maternity and Paternity Leave
Excellent company culture
Clear company mission and values
Shopping Discounts for all Quarte Retail Brands
#LI-JL1
About QVC, Inc
QVC, Inc., exceeds the expectations of everyone we touch by delivering the joy of discovery through the power of relationships. Every day, in nine countries, QVC engages millions of shoppers in a journey of discovery through an ever-changing collection of familiar brands and fresh new products, from home and fashion to beauty, electronics and jewelry. Along the way, we connect shoppers to interesting personalities, engaging stories, and award winning customer service. Based in West Chester, Pa. and founded in 1986, QVC has more than 17,000 employees and has retail operations in the U.S., Japan, Germany, United Kingdom, Italy, France, and through a joint venture in China. Worldwide, QVC engages shoppers on 14 broadcast networks reaching approximately 370 million homes, seven websites, and 220 social pages. Visit corporate.qvc.com to learn more.
QVC, Inc., is a wholly owned subsidiary of Qurate Retail, Inc. (NASDAQ : QRTEA, QRTEB), which includes QVC, HSN, zulily and the Cornerstone brands (collectively, ""Qurate Retail Group""), as well as other minority investments. Qurate Retail Group believes in a third way to shop - beyond transactional ecommerce or traditional brick-and-mortar stores - and is #1 in video commerce,#3 in ecommerce in North America and #3 in mobile commerce in the U.S. (according to Internet Retailer). For more information, visit www.qurateretailgroup.com . QVC, Q, and the Q Ribbon Logo are registered service marks of ER Marks, Inc.
EEO
As an equal opportunity employer, Qurate Retail Group is committed to a diverse workforce and is also committed to a barrier-free employment process. In order to ensure reasonable accommodations for individuals pursuant to applicable law, individuals that require accommodation in the job application process for a posted position may contact us at CareersUS@QVC.com for assistance."
DevOps Engineer,SOLUTE,"Philadelphia, PA","$80,000 - $130,000 a year","What is Solute?
Solute Inc. is a cutting-edge engineering firm focused on bringing modern technologies and approaches to mission critical systems in the U.S. Department of Defense. Our efforts have defined the DevOps approach for the U.S. Navy and our projects will determine the next 10 years of software development and continuous delivery for satellite systems, submarines, mission planning and signals intelligence applications.
What is a DevOps Engineer at Solute?
Here at Solute we believe DevOps to be more than just a buzzword; DevOps engineers at Solute are effective problem solvers that focus on automating manual processes and improving the overall software development cycle. We develop against a large variety of systems depending on our Customers’ requirements and enable them for future success through well-built CI/CD pipelines. Our DevOps engineers come from a variety of backgrounds including systems engineering, software engineering, and system administration.
Why would you want to work at Solute?
Solute seeks out opportunities that allow our engineers to work with modern and innovative technologies in impactful projects. Our solutions are built for use in mission critical systems and often are subject to interesting and challenging constraints. We are often required to build solutions that must operate effectively in offline or difficult to reach environments while maintaining reproducibility, maintainability, and security.
Solute offers more than just technical opportunities; while most work is performed on various contracts, engineers at solute are full time, salaried employees with benefits. Furthermore, because of our focus on Customer enablement and transition, none of our DevOps engineer positions will require on call support. Solute encourages personal development and growth for all our team members. We support the professional growth of our employees with educational stipends, conferences, and the opportunities for ownership and leadership. Team members are given pathways for growth on their projects and Solute is here to help you further your career goals.
What kinds of projects will you be involved with?
Solute has a rapidly growing portfolio of contracts with Government and Commercial customers that are focused on architecture modernization, automation, and CI/CD pipelines. DevOps engineers at Solute typically work on teams of 3-15 other engineers (DevOps, Software, Network, Security, etc) to help design, implement, and test a variety of technical solutions.
Some examples of past and present DevOps projects at Solute:
Automating the provisioning and installation of a Big Data ingest pipeline (Apache NiFi, Storm, and Kafka) using Ansible and Terraform.
Transitioning legacy applications of a major underwater surveillance system to a micro services architecture in Openshift.
Developing an end to end CI/CD pipeline for the deployment of a complex environment across a variety of deployment scenarios and sites.
Designing and Implementing an offline Platform as a Service environment utilizing Hashicorp’s suite of tools (Nomad, Consul, Vault, etc).
What are some key technologies you will work with?
The exact technical stack varies from solution to solution but, there are a few technologies we often reach for when exploring a new problem:
Linux is the most common development and deployment platform we encounter
Terraform is our go-to infrastructure automation tool
Ansible is the most common configuration management tool you will see
Git is the primary source control system we use for our projects
OpenShift/Kubernetes are our usual choices for container management
Requirements
What are the key requirements?
You must be able to obtain a DoD Security Clearance (Secret)
Comfortable in a Linux development environment
What will differentiate my application?
RedHat Certification
Experience with a configuration management tool such as Ansible, Puppet, Chef, etc.
Experience with an Infrastructure-as-Code tool such as Terraform or CloudFormation
Amazon Web Services Certification
Experience with any tools in our typical stack such as OpenShift / Kubernetes, Jenkins, Hashicorp tools (Terraform, Packer, Nomad, Consul, Vault), Ansible, etc.
Experience working with cloud platforms (AWS, Azure, Google, etc.)
B.S. Degree in Computer Science, Information Technology, Computer Engineering, Information Systems, or related field.
An active DoD Security Clearance
Experience working on Military systems
Benefits
Benefits include:
401(k) Match
Medical, Dental, Vision, and more
Highly Competitive Salary
Educational Reimbursement
Paid Time Off & 10 Paid Holidays
SOLUTE is an equal opportunity employer. All applicants will be considered for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, marital status, veteran status or any other applicable legally protected status or characteristic."
DevOps Consultant Build & Deploy,CapB InfoteK,"Berwyn, PA",None,"CapB is a global leader on IT Solutions and Managed Services. Our R&D is focused on providing cutting edge products and solutions across Digital Transformations from Cloud, AI/ML, IOT, Blockchain to MDM/PIM, Supply chain, ERP, CRM, HRMS and Integration solutions. For our growing needs we need consultants who can work with us on salaried or contract basis. We provide industry standard benefits, and an environment for LEARNING & Growth.

For one of our going on project we are looking for DevOps Consultant Build & Deploy - AWS, Docker, Puppet, Ansible. The position is based out of Berwyn, PA

Platform Engineer / Platform Engineering / DevOps Assisting in test environment build, support & issue resolution Providing detailed technical design Build & code deployment automation Development tool support Live implementation release scheduling and planning , technologies such as docker, puppet , ansible and also AWS - cloud based stack."
Senior DevOps Engineer,Mobiquity,"Wayne, PA 19087",None,"Job Title: Senior DevOps Engineer
Location: Waltham, Wayne, Gainesville, or Remote
Job Description:
We are looking for a Senior DevOps Engineer with a great enthusiasm to work hand in hand with clients, application development, and architecture teams to provide solutions. You will be responsible for developing and enhancing relationships to acquire and continue expanding client delivery, ensuring superb client satisfaction.
Responsibilities:
Work closely with Architects, Developers, Security, and Clients to implement Cloud Architectures that span among Serverless, Container, Server, component-based, and Hybrid utilizing industry best practices.
Extensive knowledge of AWS (Pro-Level Certification preferred). Bonus points for Multi-Cloud (Azure, GCP).
Configure, deploy and maintain Cloud Infrastructure using Infrastructure as Code (IaC) such as CloudFormation or Terraform
Deep hands-on understanding High Availability, Scalability, Secure Cloud, Disaster Recovery, Release Management as implemented among various architectures eg: Serverless, Container, Server
Collaborate with your peers as a subject matter expert on Cloud, Release Management, Datacenter Technologies, Automation, Infrastructure as a Service (IaaS), IaC, SysOps and DevOps
Development of Release Management strategies for various architectures; Zero Downtime Deployments, Blue-Green, Canary Releases, etc.
Configuration and Management of Linux Servers to run custom built applications using Configuration Management (CM) tooling such as Ansible or Chef
Working knowledge of Networking, ability to implement secure cloud and hybrid networks.
Cognizance of security best practices
Implementation of monitoring for cloud and custom applications
Automation of deployment and release cycles using all of the above integrated into a Continuous Integration and Delivery tool such as Jenkins, GitLab CI, etc
About Mobiquity
Mobiquity is a digital consultancy that partners with the world's leading brands to design and deliver compelling digital products and services for their customers. Our approach balances human needs with usefully applied technology, unbound creativity with research and analytics, and agile development with strict engineering and security standards. Mobiquity’s end-to-end services consider every dimension of a digital business from marketing to IT, providing strategy, experience design, product engineering, cloud services, and analytics. Mobiquity is an AWS Partner Network (APN) Premier Consulting Partner and has worked with AWS since 2011 to deliver 100% cloud-based innovation to its clients. To learn more, visit https://mobiquity.com.
Mobiquity is a Proud Equal Opportunity Employer
Mobiquity is committed to the principle of equal employment opportunity (EEO) for all employees and to providing employees with a work environment free of discrimination and harassment. All employment decisions at Mobiquity are based on business needs, job requirements, and individual qualifications, without regard to race, color, religion or belief, national, social or ethnic origin, sex (including pregnancy), age, physical, mental, or sensory disability, HIV Status, sexual orientation, gender identity and/or expression, marital, civil union or domestic partnership status, past or present military service, family medical history or genetic information, family or parental status, or any other status protected by the laws or regulations in the locations where we operate. Mobiquity will not tolerate discrimination or harassment based on any of these characteristics. If you need assistance or an accommodation due to a disability, you may contact us.
Recruiting Agencies
Mobiquity does not accept unsolicited resumes sent to employees, via job listings, or to our recruiting team. Mobiquity is not responsible for any fees related to unsolicited resumes, and will consider any candidate for whom an agency has submitted an unsolicited resume to have been referred by the agency free of any charges or fees."
