Title,Company,Location,Salary,Description
Senior Software Engineer - Clinical Development,UHS Corporate Office,"Tredyffrin, PA 19087",None,"Responsibilities
One of the nation’s largest and most respected providers of hospital and healthcare services, Universal Health Services, Inc. has built an impressive record of achievement and performance. Growing steadily since its inception into an esteemed Fortune 500 corporation, our annual revenues were $10.77 billion in 2018. In 2020, UHS was again recognized as one of the World’s Most Admired Companies by Fortune; in 2019, ranked #293 on the Fortune 500; and in 2017, listed #275 in Forbes inaugural ranking of America’s Top 500 Public Companies. Headquartered in King of Prussia, PA, UHS has more than 87,000 employees and through its subsidiaries operates 26 acute care hospitals, 327 behavioral health facilities, 40 outpatient facilities and ambulatory care access points, an insurance offering, a physician network and various related services located in 37 U.S. states, Washington, D.C., Puerto Rico and the United Kingdom.

The Senior Software Engineer – Clinical Development Provides design, development and maintenance of UHS custom clinical applications. Supports and enhances existing Cerner and UHS clinical applications, including upgrade implementations and testing efforts. Takes part in all aspects of solution development including requirements gathering, feature design, implementation and deployment. Works on larger projects and systems while assisting the more inexperienced analysts on smaller projects and systems. Coordinates and performs work assignments in order to meet deadlines and ensures continued progress toward assignment completion. Uses development tools including Cerner’s Discern Visual Developer (CCL) and an integrated development environment (Atom, Notepad++, etc).

Monitors the resolution of maintenance or enhancement issues assigned by the UHS Customer Support Center. Provides technical support to UHS entities as needed. Interfaces with the user community regarding application design and support. Shares experience and expertise by collaborating with other members of the team.

Key Responsibilities include:

System Development & Implementation
Meet regularly with users, IS staff and senior members of the team to develop/modify system specifications, including upkeep of documentation.
Design, develop and implement custom clinical system enhancements to meet user needs in accordance with UHS Project Development standards and specific project requirements.
Adhere to structured programming, analysis, and design techniques.
Follow software development and version control policies and procedures, including the use of a source code management system.
Document, test and validate application functionality.
Support the implementation of applications/application upgrades and prepare the appropriate documentation.
Identify potential system problems and propose ways to avert them.
Assist in recommending application solutions to meet business needs.
Create and maintain effective program documentation.
System Maintenance & Support
Research and resolve Customer Support Center Tickets
Provide support for major application upgrades.
Establish and maintain regular communications with user community.
Provides technical support and guidance to other team members as required.
Adhere to UHS Service Level and Change Management Policies.
Provide on-call support as scheduled.
Project Administration
Track and report project status and progress.
Ensure strict adherence to work plans, reporting all serious deviations to management.
Adhere to appropriate UHS Project Management standards.
Work with external support services, vendors and consultants as needed.
Administration
Maintain Service Excellence principles.
Prepare and submit status reports to supervisor as required.
Prepare and promptly submit all routine and special reports.
Keep management well informed of activities, needs, problems.
Perform other tasks as required by management.
Qualifications
Position Requirements:

Education:
A minimum of a Bachelor’s degree in Computer Science/Information Systems (CS/IS) required.
A CSIS related Master’s degree or equivalent real-world development experience is preferred.

Knowledge:
Five or more years of increasingly more responsible programming, web or application development experience is required. Experience with web development, such as HTML, JavaScript and CSS is required, while experience with databases and/or high-level programming languages such as SQL or CCL is a plus.

Skills:
Ability to multi-task while effectively managing time and meeting deadlines and a proficiency in English, with excellent written and oral fluency is required.

Basic knowledge of development standards, application validation, system application implementation, enhancement and support methods and practices.
Practical knowledge of/hands on experience with:
Troubleshooting and issue resolution.
Application development, implementation, enhancement and support methods and practices.
Computer systems analysis and programming techniques and procedures, such as
Consulting with users to determine functional specifications.
Design, development, documentation, analysis, testing, debugging, and modification of programs.

Familiarity with health care and clinical terminology, comprehension of or experience with project management methods, and the concepts of Agile development is a plus.

Travel Requirements: 0 – 5% domestic US travel (depending on projects).

This opportunity provides the following:
Challenging and rewarding work environment
Growth and development opportunities within UHS and its subsidiaries
Competitive Compensation
Excellent Medical, Dental, Vision and Prescription Drug Plan
401k plan with company match
Generous Paid Time Off
UHS is a registered trademark of UHS of Delaware, Inc., the management company for Universal Health Services, Inc. and a wholly-owned subsidiary of Universal Health Services, Inc. Universal Health Services, Inc. is a holding company and operates through its subsidiaries including its management company, UHS of Delaware, Inc. All healthcare and management operations are conducted by subsidiaries of Universal Health Services, Inc. To the extent any reference to ""UHS or UHS facilities"" on this website including any statements, articles or other publications contained herein relates to our healthcare or management operations it is referring to Universal Health Services' subsidiaries including UHS of Delaware. Further, the terms ""we,"" ""us,"" ""our"" or ""the company"" in such context similarly refer to the operations of Universal Health Services' subsidiaries including UHS of Delaware. Any employment referenced in this website is not with Universal Health Services, Inc. but solely with one of its subsidiaries including but not limited to UHS of Delaware, Inc.

UHS is not accepting unsolicited assistance from search firms for this employment opportunity. Please, no phone calls or emails. All resumes submitted by search firms to any employee at UHS via-email, the Internet or in any form and/or method without a valid written search agreement in place for this position will be deemed the sole property of UHS. No fee will be paid in the event the candidate is hired by UHS as a result of the referral or through other means.
EEO Statement
All UHS subsidiaries are committed to providing an environment of mutual respect where equal employment opportunities are available to all applicants and teammates. UHS subsidiaries are equal opportunity employers and as such, openly support and fully commit to recruitment, selection, placement, promotion and compensation of individuals without regard to race, color, religion, age, sex (including pregnancy, gender identity, and sexual orientation), genetic information, national origin, disability status, protected veteran status or any other characteristic protected by federal, state or local laws.
We believe that diversity and inclusion among our teammates is critical to our success.
Notice
At UHS and all our subsidiaries, our Human Resources departments and recruiters are here to help prospective candidates by matching skillset and experience with the best possible career path at UHS and our subsidiaries. We take pride in creating a highly efficient and best in class candidate experience. During the recruitment process, no recruiter or employee will request financial or personal information (Social Security Number, credit card or bank information, etc.) from you via email. The recruiters will not email you from a public webmail client like Hotmail, Gmail, Yahoo Mail, etc. If you are suspicious of a job posting or job-related email mentioning UHS or its subsidiaries, let us know by contacting us at: https://uhs.alertline.com or 1-800-852-3449."
Senior Software Engineer,Roundtable Consulting,"Philadelphia, PA 19103","$101,101 - $268,198 a year","Are you a Software Developer or Engineer with Python experience?
We are looking for Developers with C++ or Python experience. We are looking for the right person to fill a Software Engineer position with one of our clients. Passionate about learning, mentoring and the drive to collaborate on projects that will drive business. Someone who will devote valuable time and energy to maximize their skills, further their development languages and techniques while helping mentor younger individuals.
Desired Skills:
- Python, C#, C++ coding expertise
- Experience in a high pace environment
Nice to Haves:
- Amazon Web Services (AWS) experience a plus
- Bachelor's Degree in Computer Science, Mathematics, Engineering or comparable
- Machine Learning / Artificial Intelligence experience a plus
Job Type: Full-time
Pay: $101,101.00 - $268,198.00 per year
Schedule:
Monday to Friday
Experience:
Development: 3 years (Preferred)
Location:
Philadelphia, PA 19103 (Preferred)
Work authorization:
United States (Required)"
Senior Backend Engineer - Java,Suitable,"Philadelphia, PA 19103 (Rittenhouse area)","$90,000 - $120,000 a year","What you will do:
*
Suitable is looking to hire a driven senior backend java developer that will help scale and innovate our REST APIs. This individual will lead the development of our platform’s REST APIs that feed our web and mobile applications. She/he should be comfortable making architectural decisions based on agile user stories and decomposing them into atomic units of work to spread out on development sprints. The role focuses on contributing to the development, testing, profiling, monitoring, and deploying of our API. The candidate should have a desire to assist in discussions towards the product’s roadmap.
*
*
Who you are:
You have 6+ years as a Java web developer, including Spring + Hibernate. You’re a builder at heart, always thinking of new and innovative ways to solve problems. You intuitively take agile user stories and turn them into technical requirements. You hustle for what you want and do whatever it takes to get the job done. You are always learning and continuously seek to improve your talents and master your craft. In addition to the technical side, you also have strong leadership skills. You are able to lead platform development and also help manage the product roadmap. You can solve complex problems and deal with ambiguity. You have an entrepreneurial mentality, looking for a role that can be challenging in a positive way. If you are an engineer with a passion for creating world-class technology that delights users and want to be part of an exciting technology company in a growing market, this role is for you.
We’ll evaluate you by 1) Cultural fit 2) Previous consulting success/contributions, and then 3) formal education.
Responsibilities:
Work closely with our CTO to derive technical requirements from agile user stories.
Provide input on product roadmap based on a cost analysis of technical development.
Lead the development of the platform’s Spring based REST API.
Building out the platform’s application performance monitoring dashboards.
Contribute to the application’s CI/CD suite.
Requirements:
5+ years experience as a Java web developer, including the use of Spring + Hibernate.
4+ years experience with backend SQL databases.
A thorough knowledge of SQL, PostgreSQL is preferred.
4+ years of experience deploying & monitoring web APIs in a public cloud, AWS experience preferred.
Knowledge in at least one java based testing framework, Spock is preferred.
Ability to work on a small but highly productive team.
Comfortable owning multiple projects or work streams at once.
Extremely organized and process-oriented.
Well qualified candidates will also have:
Experience in managing a CI/CD pipeline.
Experience in Go and JavaScript.
Benefits:
Competitive salary.
Stock options based on performance.
PTO and sick days.
Little/no travel.
Full health insurance + dental, vision.
Team lunches and your fill of birthday cake.
About Suitable:
Suitable is a Philadelphia based tech company that just finished closing their Series A with the city’s leading venture capital firm, Martinson Ventures. Suitable specializes in helping universities get their students more involved in activities outside of the classroom (i.e - on campus events, workshops, community service, student organizations, internships, study abroad, etc) and then assisting them in analyzing that activity data to understand which activities lead students to better outcomes (i.e. - starting salaries, retention, on-time graduation, satisfaction, to name a few).
To deliver solid student outcomes and customer success stories, we have teammates that are driven individuals who operate independently, but are never afraid to lean on each others' strengths. We thrive on the delight of our customers and the challenges offered by our emerging space. We are looking for others that can share our values and commit to our mission.
*
Job Type: Full-time
Pay: $90,000.00 - $120,000.00 per year
Benefits:
Dental Insurance
Health Insurance
Paid Time Off
Vision Insurance
Schedule:
Monday to Friday
Experience:
Amazon Web Services: 4 years (Required)
Java: 6 years (Required)
SQL: 6 years (Required)
Work authorization:
United States (Required)
Work Location:
One location
Visa Sponsorship Potentially Available:
No: Not providing sponsorship for this job
This Job Is Ideal for Someone Who Is:
Dependable -- more reliable than spontaneous
Detail-oriented -- would rather focus on the details of work than the bigger picture
Autonomous/Independent -- enjoys working with little direction
Company's website:
https://www.suitable.co/
Work Remotely:
Temporarily due to COVID-19"
Senior Software Engineer - Appian,M&T Bank,"Wilmington, DE",None,"At M&T Tech , we’re a team of makers, doers, and builders, working to create the most advanced technology solutions in banking. We’re not your stereotypical suit and tie bankers: We’re an innovative team of leading tech experts, pushing boundaries, and taking risks. We’re building an agile team of the most skilled and creative, workers to solve complex problems, architecting solutions, writing high-performance software, and charting our new path, all to make the lives of our customers, and the communities that we serve, better. Join us and be part of something new as we build tomorrow’s bank, today.
Institutional Client Services (ICS) Team Overview
The ICS team delivers and supports all the technology used in Global Capital Markets, Retirement & Institutional Client Services and M&T Insurance Agency. We deliver innovative, secure, compelling technology solutions rapidly to enable our global clients to conduct business quickly and efficiently while delivering business value to the company. This has been one of the fasted growing businesses within our Company.
Overview
You will be part of an agile team where you will design, build, and maintain efficient, reusable, and reliable code; ensuring the best possible performance, quality, and responsiveness of applications using existing and emerging technology platforms. We are on a mission to change the way we innovate, architect, and deliver tech products to help the bank modernize the way we work.
Scope of Responsibilities:
You will need to be effective in working autonomously and in teams on high level systems analysis and technical phases of development. The position interacts with senior management, other technology personnel, clients and vendors.
Tech Stack
Appian (architect, design, and develop)
C# or Java
API development experience
Relational DB experience – transact SQL
Full system integrator (data layer, services, UX)
Reporting toolsets (SSRS, Tableau, etc.)
ETL tools
Agile
The successful candidate will have:
Minimum of an Associate degree and 6 years’ systems analysis/application development experience, or in lieu of a degree, a combined minimum of 8 years’ higher education and/or work experience
Worked on multiple projects involving complex systems analysis, design and complete application development
Experience with Agile Methodology
Must be familiar with industry direction
An ability to build out products & products enhancements from idea through to launch
Skills to collaborate with the entire team and customers on feature requirements and prioritization
A team player mindset with an ability to thrive and effectively communicate in a fast-paced, constantly evolving environment
Company:
M&T Bank is a Top 20 US bank holding company and one of the best performing and financial stable regional banks in the country, we offer our technology employees a wide range of performance-based career development opportunities. We have a strong commitment to our customers and the communities we serve, and we continue to grow with a focus on the future. So, when looking to advance your career, look to M&T. Grow with us.
#LI-LP1
#WT
Location
Wilmington, Delaware, United States of America"
Senior Software Engineer,SAPIENT INDUSTRIES,"Philadelphia, PA 19103 (Logan Square area)",None,"We’re looking for engineers who want to get in on the ground floor and be a part of the core team that grows Sapient to the multi-national leader of plug load management that we’re on track to becoming. We’re focused on sustainable, deliberate growth which, to us, means maintaining a work environment that provides a high quality of life for our team members, setting achievable targets, and creating a work culture where we can grow as ambitious engineers.
What you'll do
Have fun and be yourself
Build software
Work on all aspects of the stack – serverless functions, data processing, ML integration, and back end API development
Help make decisions about system architecture, development standards and processes
Manage, grow, and utilize Sapient’s device ML library– the world’s largest and most comprehensive database of device power consumption data
Follow your natural curiosity to research and learn technologies and techniques that will make our product better
Skills and requirements
You understand and care about the principles of software craftsmanship
3+ years of professional experience writing production back-end code in one of the following languages: JavaScript/Node.js, Python, C#/F#
3+ years using SQL and relational databases
Know your way around Linux - interacting with the shell, configuring services, viewing logs, managing packages
Able to explain the basic concepts and toolchain of React or Angular
Comfortable with web technologies - web/REST APIs, HTML, HTTP
Other stuff (nice to have)
Experience with AWS or Azure, specifically serverless
You built something that included Machine Learning
Embedded programming"
Sr. Software Engineer - Full Stack,Relay,"King of Prussia, PA",None,"Sr Software Engineer - Full Stack
About Relay
Relay Network is the leading personalized mobile engagement company that enables businesses to deliver individualized solutions that simplify and improve the customer experience. Relay gives the power to design, orchestrate, and automate customer engagement so businesses can scale their customer support efforts and meet rising customer expectations for easy, personalized service.
We recently received a $30 million growth capital investment to accelerate innovation of our breakthrough customer engagement platform and growth within our three primary vertical markets: healthcare, financial services and home services.
Job Description
Our clients love us, our product vision is ambitious, and we need you to join us in taking our mobile experience creation tool, CX Builder, our Customer Feed, and the APIs that power them to the next level. You'll be a technical owner, designing and building out core functionality while also working closely with our product team to build new lines of business. Your work will impact tens of thousands of people each week and drive greater customer engagement across cable, healthcare, and finance. We're a polyglot team, with our frontend products written in Typescript using Angular, our backing APIs and services in Clojure and NodeJS, and our data pipeline in Python – all residing in AWS.
About You
Experience writing writing applications from the UI down to the database, including JS and CSS
earn and are interested in writing idiomatic code according to the languages, frameworks and paradigms with which you're working.
An understanding of distributed systems in a cloud environment
A interest in learning functional programming (very few of us came in knowing any Clojure)
A desire to lift the skills and expertise of those around you
An awareness of how you're perceived non-technically
An understanding of the importance of both unit and integration tests
Experience configuring and analyzing application performance metrics
An interest in working with serverless
What we'll bring
Competitive base salary plus incentive compensation plan
Stock options
World-class benefits (medical, dental, vision), 80% subsidized by Relay
Unlimited vacation policy
401K plan (100% match, up to 4%)
Modern, collaborative workspace, with massive windows and lots of greenery
Unlimited Starbucks coffee, fruit, and snacks
Monthly gym membership"
"Senior Software Engineer, Trusted Computing Products, X1",Comcast,"Philadelphia, PA 19103 (Logan Square area)",None,"Business Unit:
Senior Engineer, Trusted Computing Products
The Comcast Trusted Computing platform secures X1, the best Cable TV experience on the market. The Trusted Computing Products team is responsible for all aspects of the architecture, design, development, and operations of the identity provisioning and authentication, content encryption, and DRM license services that back the secure video delivery on Comcast's X1 platform. Our deliverables include a group of distributed and highly-scalable hosted services, as well as client-side and embedded systems work that enables best-in-class video experiences across a diverse set of platforms.
Trusted Computing Products and X1 fall within Comcast’s Technology, Product, and Experience (TPX) organization. We are a diverse team with a laid-back work environment, casual attire, flexible work hours, and great benefits.
A Senior Engineer on the Trusted Computing Products team is a talented and self-motivated individual with a strong technical background, demonstrated mastery of computer science fundamentals, and a history of successful contributions in a fast-paced and large-scale environment. Depending on the Engineer’s experience and interests, a project portfolio could include direct responsibility for architecture, development, and maintenance of server- or client- side components. This is a unique opportunity to contribute to multiple platforms in a world class system and practice security systems engineering.
Required Qualifications
A minimum of five years of experience as an active contributor during all phases of the software development lifecycle, with the ability to describe specific and detailed individual contributions in the areas of architecture/design, development, testing, release, and maintenance.
Detailed knowledge of the HTTP specification and the RESTful style, including protocol basics, standard headers, content negotiation, and common techniques for securing HTTP-based applications.
A thorough understanding of basic data structures and a high-level understanding of their implementations. Experience and proficiency with common algorithms and their relative tradeoffs.
Proficiency with object-oriented development, data modeling, and design patterns.
Experience working in one or more data serialization formats (e.g. XML, JSON, or ASN1), and defining associated document structures and serialization routines.
Experience designing and building systems for highly available multi-site deployment environments, a solid understanding of the network architectures that support such systems, and familiarity with techniques for tuning application performance in a distributed environment.
A sense of proud ownership and an ongoing desire to proactively enhance products and processes.
Strong English communications skills, with the ability to clearly, concisely, and accurately describe advanced technical concepts to diverse audiences in speech and in writing.
A Bachelor’s degree in Computer Science or a related field.
Desired Qualifications
A minimum of ten years of experience as an active contributor to a software development team.
Experience leading a software development team or sub-team.
Mastery of a garbage collected C-like language (e.g. Java, C#).
Experience operating in a Linux/Unix environment, including basic system configuration and scripting.
Experience building applications that leverage an RDBMS (e.g. Oracle, SQL Server, MySQL).
Experience working with standards-based cryptography and trust primitives (e.g. PKCS, TLS, X.509) and with one or more widely-used cryptographic libraries (e.g. OpenSSL, Bouncy Castle).
Experience working with standards-based authentication protocols and primitives (e.g. OAuth, WS-Security, JWT, SAML).
Experience authoring and refining technical specifications.
Experience mentoring junior developers and participating in the hiring process.
A Master’s degree in Computer Science or a related field.

Comcast is an EOE/Veterans/Disabled/LGBT employer"
"Senior Software Engineer(ReactJS,Angular)",Comcast,"Philadelphia, PA 19103 (Logan Square area)",None,"Business Unit:
Job Summary:
We are currently searching for a Senior Software Engineer to join the Cloud-Database as a Service (DBaaS) team. As an Engineer on the DBaaS team you will work to plan, build and test custom cloud database hosting and provisioning software that ensures the secure, efficient and elastic adoption and usage of private cloud platforms akin to comparable features on AWS, Azure, GCP.
You will be joining a small and fast paced group of elite specialists who are innovating in delivering public and private cloud solutions to product teams at Comcast. We are a team that flourishes with big challenges, results, quality and agility. The team’s engineers work closely with cloud, security and database architects to ensure our products and services consistently meet customer needs.
The ideal candidate will have experience creating and deploying to cloud infrastructure architectures on one or more public cloud platforms as well as hands-on experience designing and developing web applications and cloud infrastructure automation solutions.

Core Responsibilities:
Design, develop, test, deploy, debug and document the software systems powering our database management platform
Participate in agile project planning, estimation and retrospectives
Work with teammates to develop and refine system architecture and design
Contribute to user interface design and development
Collaborates with project stakeholders to identify product and technical requirements. Conducts analysis to determine integration needs.
Designs new software and web applications, supports applications under development, and customizes current applications. Develops software update process for existing applications. Assists in the roll-out of software releases.
Trains junior Software Development Engineers on internally developed software applications.
Oversees the researching, writing, and editing of documentation and technical requirements, including evaluation plans, test results, technical manuals, and formal recommendations and reports.
Keeps current with technological developments within the industry. Monitors and evaluates competitive applications and products. Reviews literature, patents, and current practices relevant to the solution of assigned projects.
Provides technical leadership throughout the design process and guidance with regards to practices, procedures, and techniques. Serves as a guide and mentor for junior level Software Development Engineers.
Assists in tracking and evaluating performance metrics. Ensures team delivers software on time, to specification, and within budget.
Works with Quality Assurance team to determine if applications fit specification and technical requirements.
Displays expertise in knowledge of engineering methodologies,concepts, and skills and their application in the area of specified engineering specialty.
Displays expertise in process design and redesign skills. Presents and defends architectural, design, and technical choices to internal audiences.
Consistent exercise of independent judgment and discretion in matters of significance.
Regular, consistent and punctual attendance. Must be able to work nights and weekends, variable schedule(s) as necessary.
Other duties and responsibilities as assigned.

Skills/Experience:
Experience in React JS, Java, Python and Angular
Experience leveraging AWS, Azure and/or Google Compute Platform to deploy highly reliable and scalable cloud applications.
Experience implementing continuous integration and continuous delivery (CI/CD) tools and systems
Experience with Kubernetes and Docker
Demonstrated ability building, deploying and operating cloud native applications.
Ability to automate the deployment of infrastructure using tools like Terraform, Ansible or Chef/Puppet.
Should be a hands-on programmer with demonstrated ability in designing web pages and backend system configuration using the industry standard and open source tools and technologies.
Conceptual knowledge with RDBMS, Oracle and AWS-RDS is a huge plus.
Consistent track record to design and present understandable and practical solutions to complex problems.
Strong verbal and written communication skills.
Ability to work effectively within a geographically distributed team.
Ability to travel when needed; expected travel is 5-15%.

Job Specification:
Bachelors Degree or Equivalent
Engineering, Computer Science
Generally requires 7-11 years related experience

Comcast is an EOE/Veterans/Disabled/LGBT employer"
SEE THE FULL SENIOR DEVELOPER JOB DESCRIPTION,P’unk Ave,"Philadelphia, PA (Passyunk Square area)",None,"Who We Are
P'unk Avenue solves problems and explores new opportunities for people and organizations making a positive social impact in fields like urbanism, health & wellness, arts & culture, education, and the environment. It is our goal to work on projects that empower people, improve quality of life, support the creation of knowledge, and strengthen our cities.

We are a small company with a large impact. We are writers, educators, engineers, developers, designers, and leaders. Our attentive care for and direct collaboration with our clients has led to opportunities for innovation and creativity. We are expanding our team to handle an influx of new projects, all while continuously experimenting with our team structure and evolving our design and development practices. We need people who thrive in this kind of dynamic and intense environment.

If this sounds like something you want to be a part of, read on...
What You Will Be Doing
As a Senior Developer at P’unk Ave, you will have a firm grasp of modern front and back end web technologies while using your strong communication and problem-solving skills to provide first-rate customer service.

You will interact closely with a range of clients and collaborate with designers and developers to maintain and evolve an ever-growing ecosystem of projects.

Responsibilities

You will write beautiful, well-commented code, informing team-wide best practices and quality standards.

You will interface with clients via phone, email and support desk software to inform new features, resolve bugs, and answer general questions.

You will directly inform and enforce project architecture.

You will act as a first line of defense, providing technical assistance and hands-on fixes to a diverse array of clients and projects.

You will work with designers and other developers to solve technical challenges and steward the creation of new website features.

You will be an expert in content management tools, helping clients to use them for content creation and creative problem solving.

You will conduct QA and provide feedback for teammates' work in a code review process.

You will contribute to our many open-source projects and support the community of developers who rely on them.
In addition to your role as a senior developer, you will be expected to actively participate in growing our overall culture, supporting your coworkers, and helping to make P'unk a wonderful place to work.

What You Should Already Have, Know, And Do
An education in software development and/or hard-earned knowledge through the practice of it in the field.
You should have excellent written and verbal communication skills, a knack for time management, and be highly organized.
At least 5 years experience working as a developer for web or software projects in a client services context is required.
You should have a firm grasp of modern development best practices and patterns, and be able to apply them to both large- and small-scale web projects.
You should be a level-headed and calm presence—even under demanding circumstances.
You should be proficient explaining complex concepts to teams of varying roles, skills, and backgrounds.
You should feel comfortable estimating and evaluating effort levels for various features or requests.
You should feel comfortable giving and receiving critical personal and professional feedback.
You should have interest in contributing to the open-source community through GitHub or another code-sharing platform.

Technical Experience

We are a team of full-stack developers. You will be expected to learn technologies on both sides of the stack, and in return you will be given the autonomy to explore new areas of growth.

Expert in HTML, CSS, and JavaScript with an eye for accessibility, cross-browser support and responsive design
Expert in at least one CMS (preferrably Wordpress, Drupal, or Apostrophe)
Extensive experience working with Git and version control
Proficient in PHP
Proficient in developing and deploying sites from the ground-up
Comfortable working in the command line with Linux-based operating systems
Experience with Node.js and MongoDB is a big plus

P’unk Avenue does good work for good people.
This simple concept has brought our team together - but there’s so much more that makes us stay.
Flexibility

Go ahead and get some fresh air - it might help clear your mind. We’ll be here when you get back. We believe in treating employees with trust and respect. Whether you’re heading out for a doctor’s appointment or flexing your hours to leave early for vacation, we’re confident you’ll get your work done.

Work-life balance

Speaking of vacations, you might have more of those in your future. At P’unk Avenue, employees start at 15 days off per year and can work their way up to 25 - and because of our generous sick policy, you’ll be taking vacation when you actually want it, not when you’ve got a migraine. We also close on December 23rd and don’t reopen until January 2nd, so you can ring in the new year from wherever you see fit.

Purpose

When you do as much work for non-profits as we do, you attract a certain type of human to the team. Whether employees are sharing fundraising links, organizing outreach efforts or taking advantage of our Volunteer Fridays, we’re working to help make the world a little better right beside you.

Connection

P’unk Avenue doesn’t work without you. You’ll be invited to come to the table as a collaborator, personally and professionally. Lead a Lunch and Learn about your favorite hobby, join our book club or fitness group, smoke us all in a game of 90s R&B trivia - make yourself at home.

P’unk Avenue thrives on diversity and we’re constantly seeking ways to improve, see through new eyes, and make our team more like our city: a thriving, daring, deeply different yet deeply interwoven community. We can’t wait to hear what you’ll bring to the team and how you’ll forever change us.

If you would like to join our team, we’d love to hear from you!
We strongly encourage qualified applicants from underrepresented backgrounds to apply.
Please send us an email that includes your experience and a few examples of relevant work.
JOBS@PUNKAVE.COM"
Software Engineer – Level III (Senior),ODME Solutions,"Philadelphia, PA",None,"Job Description
Responsible for providing software engineering support for the analysis, design, development, integration, installation, testing, documentation and life-cycle support of new and upgraded software to support a specific government requirement.
Required Qualifications
(15) years’ experience with Information Technology to include Systems Requirements, Software Development, and Cybersecurity Concepts.
Demonstrated detailed knowledge of Cybersecurity Concepts and Requirements, Hardware and Software Infrastructure, Test and Evaluation, Application and System Assessments, Information Security Management.
Participate in a highly collaborative team environment, contributing to all phases of the development lifecycle using Agile/SCRUM methodologies.
Certifications: Security+
Education
Bachelor or Master degree in Computer Science, Cybersecurity, Electrical Engineering or related field preferred.
Clearance
Active DoD Clearance

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or status as a protected veteran.
How to Apply
If you are interested in this position, please email your resume to HR@odmesolutions.com"
Sr. Software Engineer,Sricom,"Voorhees, NJ 08043","$107,515 a year","Plan, design, develop, code, enhance, test and co-ordinate activities to implement advance software module components to improve operational efficiency in the web based computing environments. Analyze user requirements and develop GUI interfaces and validate user data within their frameworks using latest tools and technologies. Travel & relocation for short periods to unanticipated locations throughout the US may be required.

***Bachelor’s Degree in Computer Science or Engineering with 5 years of experience in any IT related occupation needed.

Work Location: Voorhees, NJ 08043

Salary $ 107,515.00/Year."
Senior Software Engineer,CSC (Corporation Service Company),"Wilmington, DE",None,"The safety and security of CSC’s current and prospective employees, customers, and the communities we serve are our first priority.
Due to coronavirus (COVID-19) concerns, we have transitioned to virtual interviews for the foreseeable future. We look forward to all upcoming video and phone interview conversations with our prospective candidates.
We are always in search of top talent to join the CSC family. If you are looking for a career change, don’t hesitate to apply or reach out to us. We’ll have virtual interactions until we are able to move forward again with in-person interactions.
Senior Backup and Storage Engineer
This role can sit in Wilmington, DE or Remotely in the U.S.
In the ever changing technical landscape of virtualization and server computing, the NetBackup System Administrator/Engineer serves an integral role in moving the business forward! This is a unique opportunity to join a fast paced organization, broaden your skillset, and work with the latest technologies. This position is responsible for protecting the CSC business and our customers by developing standards, administering backup systems, and engineering backup solutions for multiple technologies.
Some of the things you’ll be doing:
Responsible for the design, administration, management, and engineering of the global backup strategy.
Create technical documentation related to system configurations, process, procedure, and knowledgebase articles.
Provide mentoring and coaching to team members and other infrastructure resources.
What technical skills, experience, and qualifications do you need?
5+ years’ professional experience with Symantec NetBackup or 2+ years' expereince with Comvault
2+ years’ professional experience with disk storage solutions
Experience with Quantum robotic libraries and LTO tape
Experience with RMAN and SQL backups
Experience with NDMP technology
Linux or Windows system administration experience
Excellent verbal and written communication skills
Experience with integrating backup services related to company merger and acquisitions.
Enterprise monitoring, performance monitoring/tuning, trend reporting.
The ability to constantly adapt to a fast paced, ever changing technology landscape.
Exceptional customer service skills.
Experience in technical writing, specifically documenting technical configuration and troubleshooting information.
Participate in after hours and weekend work."
Senior Full Stack Developer,Choosito,"Philadelphia, PA 19104 (University City area)",None,"We are an NSF-funded fast growing AI edtech startup in Philadelphia. We are looking for a full-time full stack developer to become part of our team. Our team develops breakthrough technology for personalized learning.
You are a good fit if
You love what you do.
You are passionate about making a difference.
You are passionate about working with startups.
You can't go to sleep until it works.
You are the best and like to work with the best.
You are preferably located in Philadelphia or nearby.
Required technical skills
PHP
MySQL
NodeJS
Python
Java
HTML5
CSS3
Bootstrap
AngularJS
Sys admin for AWS
Very competitive compensation package."
